Country,Code,Year,Yield_Hectogram_Per_Hectare
Malawi,MWI,1984,8303
Malawi,MWI,1985,6989
Malawi,MWI,1986,8506
Malawi,MWI,1987,6610
Malawi,MWI,1988,7208
Malawi,MWI,1989,6698
Malawi,MWI,1990,7735
Malawi,MWI,1991,5870
Malawi,MWI,1992,4239
Malawi,MWI,1993,6306
Malawi,MWI,1994,2244
Malawi,MWI,1995,6865
Malawi,MWI,1996,8619
Malawi,MWI,1997,5896
Malawi,MWI,1998,7418
Malawi,MWI,1999,7877
Malawi,MWI,2000,7968
Malawi,MWI,2001,8989
Malawi,MWI,2002,5588
Malawi,MWI,2003,7510
Malawi,MWI,2004,7537
Malawi,MWI,2005,8707
Malawi,MWI,2006,12071
Malawi,MWI,2007,22968
Malawi,MWI,2008,16133
Malawi,MWI,2009,15006
Malawi,MWI,2010,15123
Malawi,MWI,2011,15214
Malawi,MWI,2012,15104
Malawi,MWI,2013,14058
Malawi,MWI,2014,12262
Malawi,MWI,2015,12790
Malawi,MWI,2016,11116
Malawi,MWI,2017,12273
Malawi,MWI,2018,12314
Mali,MLI,1961,15000
Mali,MLI,1962,14000
Mali,MLI,1963,13043
Mali,MLI,1964,11111
Mali,MLI,1965,11111
Mali,MLI,1966,13333
Mali,MLI,1967,13333
Mali,MLI,1968,13333
Mali,MLI,1969,13333
Mali,MLI,1970,13333
Mali,MLI,1971,13333
Mali,MLI,1972,13333
Mali,MLI,1973,13333
Mali,MLI,1974,13333
Mali,MLI,1975,13333
Mali,MLI,1976,13333
Mali,MLI,1977,13333
Mali,MLI,1978,13333
Mali,MLI,1979,13333
Mali,MLI,1980,13333
Mali,MLI,1981,13333
Mali,MLI,1982,10000
Mali,MLI,1983,10000
Mali,MLI,1984,10000
Mali,MLI,1985,18095
Mali,MLI,1986,6762
Mali,MLI,1987,12370
Mali,MLI,1988,15108
Mali,MLI,1989,13053
Mali,MLI,1990,11991
Mali,MLI,1991,20000
Mali,MLI,1992,13987
Mali,MLI,1993,30909
Mali,MLI,1994,16278
Mali,MLI,1995,21040
Mali,MLI,1996,19658
Mali,MLI,1997,12752
Mali,MLI,1998,24925
Mali,MLI,1999,21696
Mali,MLI,2000,23515
Mali,MLI,2001,25237
Mali,MLI,2002,25687
Mali,MLI,2003,24489
Mali,MLI,2004,25296
Mali,MLI,2005,22001
Mali,MLI,2006,24025
Mali,MLI,2007,25029
Mali,MLI,2008,24409
Mali,MLI,2009,29665
Mali,MLI,2010,25543
Mali,MLI,2011,34378
Mali,MLI,2012,40285
Mali,MLI,2013,39754
Mali,MLI,2014,44420
Mali,MLI,2015,39401
Mali,MLI,2016,40137
Mali,MLI,2017,40137
Mali,MLI,2018,35419
Malta,MLT,1961,13746
Malta,MLT,1962,13746
Malta,MLT,1963,16005
Malta,MLT,1964,14789
Malta,MLT,1965,16015
Malta,MLT,1966,15029
Malta,MLT,1967,14322
Malta,MLT,1968,10060
Malta,MLT,1969,13801
Malta,MLT,1970,14859
Malta,MLT,1971,21088
Malta,MLT,1972,22893
Malta,MLT,1973,23004
Malta,MLT,1974,18388
Malta,MLT,1975,22026
Malta,MLT,1976,27782
Malta,MLT,1977,34437
Malta,MLT,1978,28062
Malta,MLT,1979,27262
Malta,MLT,1980,34872
Malta,MLT,1981,39104
Malta,MLT,1982,43315
Malta,MLT,1983,39702
Malta,MLT,1984,36496
Malta,MLT,1985,37707
Malta,MLT,1986,38462
Malta,MLT,1987,36923
Malta,MLT,1988,36154
Malta,MLT,1989,37500
Malta,MLT,1990,38341
Malta,MLT,1991,36429
Malta,MLT,1992,34375
Malta,MLT,1993,29000
Malta,MLT,1994,27273
Malta,MLT,1995,26250
Malta,MLT,1996,38182
Malta,MLT,1997,41073
Malta,MLT,1998,39161
Malta,MLT,1999,39576
Malta,MLT,2000,40134
Malta,MLT,2001,40000
Malta,MLT,2002,50000
Malta,MLT,2003,40000
Malta,MLT,2004,41048
Malta,MLT,2005,41579
Malta,MLT,2006,40385
Malta,MLT,2007,42857
Malta,MLT,2008,48333
Malta,MLT,2009,49286
Malta,MLT,2010,48011
Malta,MLT,2011,47687
Malta,MLT,2012,47439
Malta,MLT,2013,47780
Malta,MLT,2014,48777
Malta,MLT,2015,49920
Malta,MLT,2016,49826
Malta,MLT,2017,50311
Malta,MLT,2018,50796
Mauritania,MRT,1961,2222
Mauritania,MRT,1962,2222
Mauritania,MRT,1963,2111
Mauritania,MRT,1964,2000
Mauritania,MRT,1965,2222
Mauritania,MRT,1966,6061
Mauritania,MRT,1967,6053
Mauritania,MRT,1968,6053
Mauritania,MRT,1969,6316
Mauritania,MRT,1970,6316
Mauritania,MRT,1971,6452
Mauritania,MRT,1972,5556
Mauritania,MRT,1973,5000
Mauritania,MRT,1974,5000
Mauritania,MRT,1975,4839
Mauritania,MRT,1976,5952
Mauritania,MRT,1977,7500
Mauritania,MRT,1978,5294
Mauritania,MRT,1979,5000
Mauritania,MRT,1980,5250
Mauritania,MRT,1981,6667
Mauritania,MRT,1982,6889
Mauritania,MRT,1983,6957
Mauritania,MRT,1984,10000
Mauritania,MRT,1985,10000
Mauritania,MRT,1986,10000
Mauritania,MRT,1987,10196
Mauritania,MRT,1988,10352
Mauritania,MRT,1989,10547
Mauritania,MRT,1990,10769
Mauritania,MRT,1991,12000
Mauritania,MRT,1992,12340
Mauritania,MRT,1993,10000
Mauritania,MRT,1994,12169
Mauritania,MRT,1995,12893
Mauritania,MRT,1996,13188
Mauritania,MRT,1997,10000
Mauritania,MRT,1998,14165
Mauritania,MRT,1999,15088
Mauritania,MRT,2000,15464
Mauritania,MRT,2001,16005
Mauritania,MRT,2002,16731
Mauritania,MRT,2003,16667
Mauritania,MRT,2004,24906
Mauritania,MRT,2005,20000
Mauritania,MRT,2006,21026
Mauritania,MRT,2007,20000
Mauritania,MRT,2008,20000
Mauritania,MRT,2009,19780
Mauritania,MRT,2010,20820
Mauritania,MRT,2011,16018
Mauritania,MRT,2012,21278
Mauritania,MRT,2013,21172
Mauritania,MRT,2014,20203
Mauritania,MRT,2015,20143
Mauritania,MRT,2016,21504
Mauritania,MRT,2017,21394
Mauritania,MRT,2018,21566
Melanesia,OWID_MNS,1961,25000
Melanesia,OWID_MNS,1962,25000
Melanesia,OWID_MNS,1963,25000
Melanesia,OWID_MNS,1964,25000
Melanesia,OWID_MNS,1965,25000
Melanesia,OWID_MNS,1966,25000
Melanesia,OWID_MNS,1967,30000
Melanesia,OWID_MNS,1968,26875
Melanesia,OWID_MNS,1969,29000
Melanesia,OWID_MNS,1970,28571
Melanesia,OWID_MNS,1971,13333
Melanesia,OWID_MNS,1972,25000
Melanesia,OWID_MNS,1973,33500
Melanesia,OWID_MNS,1974,32500
Melanesia,OWID_MNS,1975,30000
Melanesia,OWID_MNS,1976,20000
Melanesia,OWID_MNS,1977,20000
Melanesia,OWID_MNS,1978,22222
Melanesia,OWID_MNS,1979,12069
Melanesia,OWID_MNS,1980,10638
Melanesia,OWID_MNS,1981,13978
Melanesia,OWID_MNS,1982,16246
Melanesia,OWID_MNS,1983,8247
Melanesia,OWID_MNS,1984,7327
Melanesia,OWID_MNS,1985,18350
Melanesia,OWID_MNS,1986,18392
Melanesia,OWID_MNS,1987,15000
Melanesia,OWID_MNS,1988,13200
Melanesia,OWID_MNS,1989,11300
Melanesia,OWID_MNS,1990,7317
Melanesia,OWID_MNS,1991,13812
Melanesia,OWID_MNS,1992,20273
Melanesia,OWID_MNS,1993,5333
Melanesia,OWID_MNS,1994,19571
Melanesia,OWID_MNS,1995,19400
Melanesia,OWID_MNS,1996,15369
Melanesia,OWID_MNS,1997,18889
Melanesia,OWID_MNS,1998,19750
Melanesia,OWID_MNS,1999,17500
Melanesia,OWID_MNS,2000,0
Melanesia,OWID_MNS,2001,18500
Melanesia,OWID_MNS,2002,0
Melanesia,OWID_MNS,2003,19000
Melanesia,OWID_MNS,2004,17686
Melanesia,OWID_MNS,2005,40000
Melanesia,OWID_MNS,2006,0
Melanesia,OWID_MNS,2007,0
Melanesia,OWID_MNS,2011,0
Melanesia,OWID_MNS,2012,20000
Melanesia,OWID_MNS,2013,41000
Melanesia,OWID_MNS,2015,12370
Melanesia,OWID_MNS,2016,13897
Melanesia,OWID_MNS,2017,13881
Melanesia,OWID_MNS,2018,13864
Mexico,MEX,1961,16758
Mexico,MEX,1962,19462
Mexico,MEX,1963,20788
Mexico,MEX,1964,26922
Mexico,MEX,1965,25055
Mexico,MEX,1966,22542
Mexico,MEX,1967,27267
Mexico,MEX,1968,26317
Mexico,MEX,1969,27649
Mexico,MEX,1970,30202
Mexico,MEX,1971,29810
Mexico,MEX,1972,26345
Mexico,MEX,1973,32646
Mexico,MEX,1974,36022
Mexico,MEX,1975,35956
Mexico,MEX,1976,37615
Mexico,MEX,1977,34644
Mexico,MEX,1978,36663
Mexico,MEX,1979,39138
Mexico,MEX,1980,38476
Mexico,MEX,1981,37141
Mexico,MEX,1982,43563
Mexico,MEX,1983,40410
Mexico,MEX,1984,43577
Mexico,MEX,1985,42843
Mexico,MEX,1986,39671
Mexico,MEX,1987,44686
Mexico,MEX,1988,40154
Mexico,MEX,1989,38235
Mexico,MEX,1990,42143
Mexico,MEX,1991,41272
Mexico,MEX,1992,39530
Mexico,MEX,1993,40821
Mexico,MEX,1994,43034
Mexico,MEX,1995,37320
Mexico,MEX,1996,41706
Mexico,MEX,1997,47347
Mexico,MEX,1998,42077
Mexico,MEX,1999,46310
Mexico,MEX,2000,49355
Mexico,MEX,2001,47661
Mexico,MEX,2002,50999
Mexico,MEX,2003,44912
Mexico,MEX,2004,44871
Mexico,MEX,2005,47517
Mexico,MEX,2006,52274
Mexico,MEX,2007,50824
Mexico,MEX,2008,50134
Mexico,MEX,2009,49688
Mexico,MEX,2010,54185
Mexico,MEX,2011,54778
Mexico,MEX,2012,56568
Mexico,MEX,2013,52934
Mexico,MEX,2014,51935
Mexico,MEX,2015,45256
Mexico,MEX,2016,53388
Mexico,MEX,2017,52967
Mexico,MEX,2018,54373
Middle Africa,,1961,10571
Middle Africa,,1962,11027
Middle Africa,,1963,11225
Middle Africa,,1964,9965
Middle Africa,,1965,11546
Middle Africa,,1966,11710
Middle Africa,,1967,13995
Middle Africa,,1968,12789
Middle Africa,,1969,11033
Middle Africa,,1970,9013
Middle Africa,,1971,9568
Middle Africa,,1972,11570
Middle Africa,,1973,10633
Middle Africa,,1974,13522
Middle Africa,,1975,10859
Middle Africa,,1976,10300
Middle Africa,,1977,7618
Middle Africa,,1978,7153
Middle Africa,,1979,7473
Middle Africa,,1980,8003
Middle Africa,,1981,8269
Middle Africa,,1982,8229
Middle Africa,,1983,7664
Middle Africa,,1984,6162
Middle Africa,,1985,7881
Middle Africa,,1986,10390
Middle Africa,,1987,9129
Middle Africa,,1988,9250
Middle Africa,,1989,9185
Middle Africa,,1990,9718
Middle Africa,,1991,9916
Middle Africa,,1992,11963
Middle Africa,,1993,12384
Middle Africa,,1994,13138
Middle Africa,,1995,12155
Middle Africa,,1996,14011
Middle Africa,,1997,15173
Middle Africa,,1998,15145
Middle Africa,,1999,13962
Middle Africa,,2000,13920
Middle Africa,,2001,13990
Middle Africa,,2002,14700
Middle Africa,,2003,12959
Middle Africa,,2004,12738
Middle Africa,,2005,12709
Middle Africa,,2006,11601
Middle Africa,,2007,13800
Middle Africa,,2008,13613
Middle Africa,,2009,13341
Middle Africa,,2010,12858
Middle Africa,,2011,10589
Middle Africa,,2012,15561
Middle Africa,,2013,12708
Middle Africa,,2014,11199
Middle Africa,,2015,12518
Middle Africa,,2016,12977
Middle Africa,,2017,13036
Middle Africa,,2018,13186
Moldova,MDA,1992,32868
Moldova,MDA,1993,40260
Moldova,MDA,1994,21930
Moldova,MDA,1995,32427
Moldova,MDA,1996,20592
Moldova,MDA,1997,32794
Moldova,MDA,1998,26714
Moldova,MDA,1999,23423
Moldova,MDA,2000,19512
Moldova,MDA,2001,27133
Moldova,MDA,2002,25068
Moldova,MDA,2003,25261
Moldova,MDA,2004,27386
Moldova,MDA,2005,25989
Moldova,MDA,2006,23196
Moldova,MDA,2007,12925
Moldova,MDA,2008,31244
Moldova,MDA,2009,20988
Moldova,MDA,2010,22872
Moldova,MDA,2011,26376
Moldova,MDA,2012,15760
Moldova,MDA,2013,27551
Moldova,MDA,2014,31667
Moldova,MDA,2015,26729
Moldova,MDA,2016,34869
Moldova,MDA,2017,37309
Moldova,MDA,2018,31251
Mongolia,MNG,1961,3685
Mongolia,MNG,1962,9013
Mongolia,MNG,1963,8362
Mongolia,MNG,1964,9416
Mongolia,MNG,1965,8039
Mongolia,MNG,1966,6618
Mongolia,MNG,1967,8401
Mongolia,MNG,1968,5434
Mongolia,MNG,1969,3285
Mongolia,MNG,1970,7190
Mongolia,MNG,1971,9502
Mongolia,MNG,1972,5404
Mongolia,MNG,1973,11062
Mongolia,MNG,1974,8203
Mongolia,MNG,1975,11573
Mongolia,MNG,1976,8642
Mongolia,MNG,1977,9060
Mongolia,MNG,1978,6723
Mongolia,MNG,1979,5674
Mongolia,MNG,1980,5632
Mongolia,MNG,1981,7213
Mongolia,MNG,1982,10211
Mongolia,MNG,1983,14579
Mongolia,MNG,1984,9992
Mongolia,MNG,1985,14282
Mongolia,MNG,1986,14203
Mongolia,MNG,1987,11615
Mongolia,MNG,1988,13709
Mongolia,MNG,1989,13009
Mongolia,MNG,1990,11187
Mongolia,MNG,1991,10145
Mongolia,MNG,1992,8611
Mongolia,MNG,1993,9038
Mongolia,MNG,1994,7495
Mongolia,MNG,1995,7366
Mongolia,MNG,1996,6628
Mongolia,MNG,1997,7614
Mongolia,MNG,1998,6371
Mongolia,MNG,1999,6104
Mongolia,MNG,2000,7768
Mongolia,MNG,2001,7200
Mongolia,MNG,2002,5898
Mongolia,MNG,2003,7914
Mongolia,MNG,2004,8072
Mongolia,MNG,2005,4775
Mongolia,MNG,2006,10830
Mongolia,MNG,2007,9392
Mongolia,MNG,2008,13987
Mongolia,MNG,2009,15593
Mongolia,MNG,2010,13805
Mongolia,MNG,2011,14961
Mongolia,MNG,2012,15650
Mongolia,MNG,2013,13369
Mongolia,MNG,2014,16800
Mongolia,MNG,2015,5645
Mongolia,MNG,2016,13154
Mongolia,MNG,2017,6327
Mongolia,MNG,2018,12727
Montenegro,MNE,2006,30903
Montenegro,MNE,2007,24026
Montenegro,MNE,2008,35016
Montenegro,MNE,2009,35981
Montenegro,MNE,2010,34029
Montenegro,MNE,2011,32024
Montenegro,MNE,2012,27984
Montenegro,MNE,2013,34357
Montenegro,MNE,2014,29215
Montenegro,MNE,2015,28682
Montenegro,MNE,2016,31506
Montenegro,MNE,2017,32135
Montenegro,MNE,2018,32088
Morocco,MAR,1961,4528
Morocco,MAR,1962,10274
Morocco,MAR,1963,8727
Morocco,MAR,1964,9412
Morocco,MAR,1965,9518
Morocco,MAR,1966,6101
Morocco,MAR,1967,7399
Morocco,MAR,1968,13214
Morocco,MAR,1969,7499
Morocco,MAR,1970,9516
Morocco,MAR,1971,10908
Morocco,MAR,1972,10813
Morocco,MAR,1973,7718
Morocco,MAR,1974,9666
Morocco,MAR,1975,9312
Morocco,MAR,1976,11391
Morocco,MAR,1977,6345
Morocco,MAR,1978,10701
Morocco,MAR,1979,10843
Morocco,MAR,1980,10562
Morocco,MAR,1981,5416
Morocco,MAR,1982,12952
Morocco,MAR,1983,9971
Morocco,MAR,1984,10720
Morocco,MAR,1985,12450
Morocco,MAR,1986,17138
Morocco,MAR,1987,10608
Morocco,MAR,1988,17352
Morocco,MAR,1989,14934
Morocco,MAR,1990,13290
Morocco,MAR,1991,18699
Morocco,MAR,1992,7011
Morocco,MAR,1993,6808
Morocco,MAR,1994,18111
Morocco,MAR,1995,5543
Morocco,MAR,1996,18415
Morocco,MAR,1997,9292
Morocco,MAR,1998,14184
Morocco,MAR,1999,8004
Morocco,MAR,2000,4758
Morocco,MAR,2001,12280
Morocco,MAR,2002,12793
Morocco,MAR,2003,17220
Morocco,MAR,2004,18082
Morocco,MAR,2005,10261
Morocco,MAR,2006,20365
Morocco,MAR,2007,6154
Morocco,MAR,2008,13189
Morocco,MAR,2009,21398
Morocco,MAR,2010,17095
Morocco,MAR,2011,19488
Morocco,MAR,2012,12342
Morocco,MAR,2013,21640
Morocco,MAR,2014,17132
Morocco,MAR,2015,24664
Morocco,MAR,2016,11315
Morocco,MAR,2017,20953
Morocco,MAR,2018,25752
Mozambique,MOZ,1961,7652
Mozambique,MOZ,1962,7895
Mozambique,MOZ,1963,9524
Mozambique,MOZ,1964,7018
Mozambique,MOZ,1965,10000
Mozambique,MOZ,1966,11000
Mozambique,MOZ,1967,8624
Mozambique,MOZ,1968,9202
Mozambique,MOZ,1969,8667
Mozambique,MOZ,1970,9202
Mozambique,MOZ,1971,10462
Mozambique,MOZ,1972,10000
Mozambique,MOZ,1973,13333
Mozambique,MOZ,1974,10000
Mozambique,MOZ,1975,10000
Mozambique,MOZ,1976,6000
Mozambique,MOZ,1977,4000
Mozambique,MOZ,1978,6000
Mozambique,MOZ,1979,6308
Mozambique,MOZ,1980,10000
Mozambique,MOZ,1981,18182
Mozambique,MOZ,1982,16000
Mozambique,MOZ,1983,15000
Mozambique,MOZ,1984,15000
Mozambique,MOZ,1985,12500
Mozambique,MOZ,1986,12500
Mozambique,MOZ,1987,7500
Mozambique,MOZ,1988,12500
Mozambique,MOZ,1989,12500
Mozambique,MOZ,1990,18001
Mozambique,MOZ,1991,15000
Mozambique,MOZ,1992,11111
Mozambique,MOZ,1993,11613
Mozambique,MOZ,1994,11464
Mozambique,MOZ,1995,11401
Mozambique,MOZ,1996,11356
Mozambique,MOZ,1997,11328
Mozambique,MOZ,1998,11337
Mozambique,MOZ,1999,11372
Mozambique,MOZ,2000,10000
Mozambique,MOZ,2001,10000
Mozambique,MOZ,2002,10385
Mozambique,MOZ,2003,11875
Mozambique,MOZ,2004,10870
Mozambique,MOZ,2005,11071
Mozambique,MOZ,2006,12353
Mozambique,MOZ,2007,11765
Mozambique,MOZ,2008,12500
Mozambique,MOZ,2009,12500
Mozambique,MOZ,2010,13367
Mozambique,MOZ,2011,17042
Mozambique,MOZ,2012,9958
Mozambique,MOZ,2013,10951
Mozambique,MOZ,2014,10900
Mozambique,MOZ,2015,10787
Mozambique,MOZ,2016,10938
Mozambique,MOZ,2017,11586
Mozambique,MOZ,2018,11612
Myanmar,MMR,1961,3078
Myanmar,MMR,1962,4124
Myanmar,MMR,1963,5582
Myanmar,MMR,1964,6762
Myanmar,MMR,1965,6445
Myanmar,MMR,1966,6344
Myanmar,MMR,1967,4979
Myanmar,MMR,1968,5763
Myanmar,MMR,1969,4684
Myanmar,MMR,1970,5550
Myanmar,MMR,1971,6243
Myanmar,MMR,1972,5499
Myanmar,MMR,1973,5479
Myanmar,MMR,1974,4555
Myanmar,MMR,1975,7452
Myanmar,MMR,1976,6526
Myanmar,MMR,1977,8783
Myanmar,MMR,1978,10256
Myanmar,MMR,1979,5037
Myanmar,MMR,1980,11064
Myanmar,MMR,1981,11100
Myanmar,MMR,1982,13341
Myanmar,MMR,1983,12630
Myanmar,MMR,1984,15942
Myanmar,MMR,1985,17431
Myanmar,MMR,1986,17130
Myanmar,MMR,1987,17300
Myanmar,MMR,1988,13097
Myanmar,MMR,1989,10737
Myanmar,MMR,1990,9544
Myanmar,MMR,1991,9579
Myanmar,MMR,1992,9389
Myanmar,MMR,1993,9334
Myanmar,MMR,1994,8209
Myanmar,MMR,1995,8424
Myanmar,MMR,1996,9463
Myanmar,MMR,1997,10328
Myanmar,MMR,1998,9592
Myanmar,MMR,1999,10959
Myanmar,MMR,2000,11494
Myanmar,MMR,2001,11902
Myanmar,MMR,2002,12679
Myanmar,MMR,2003,12870
Myanmar,MMR,2004,13935
Myanmar,MMR,2005,13934
Myanmar,MMR,2006,15262
Myanmar,MMR,2007,15792
Myanmar,MMR,2008,17117
Myanmar,MMR,2009,17297
Myanmar,MMR,2010,17819
Myanmar,MMR,2011,17779
Myanmar,MMR,2012,17840
Myanmar,MMR,2013,18078
Myanmar,MMR,2014,18472
Myanmar,MMR,2015,18616
Myanmar,MMR,2016,11859
Myanmar,MMR,2017,18833
Myanmar,MMR,2018,18124
Namibia,NAM,1961,9867
Namibia,NAM,1962,12050
Namibia,NAM,1963,13333
Namibia,NAM,1964,13333
Namibia,NAM,1965,15556
Namibia,NAM,1966,15000
Namibia,NAM,1967,15000
Namibia,NAM,1968,15000
Namibia,NAM,1969,17500
Namibia,NAM,1970,17500
Namibia,NAM,1971,17500
Namibia,NAM,1972,17500
Namibia,NAM,1973,17500
Namibia,NAM,1974,20000
Namibia,NAM,1975,20000
Namibia,NAM,1976,20000
Namibia,NAM,1977,20000
Namibia,NAM,1978,20000
Namibia,NAM,1979,25000
Namibia,NAM,1980,25000
Namibia,NAM,1981,28571
Namibia,NAM,1982,31250
Namibia,NAM,1983,30000
Namibia,NAM,1984,29167
Namibia,NAM,1985,26667
Namibia,NAM,1986,29610
Namibia,NAM,1987,27556
Namibia,NAM,1988,26337
Namibia,NAM,1989,48667
Namibia,NAM,1990,44250
Namibia,NAM,1991,59000
Namibia,NAM,1992,51933
Namibia,NAM,1993,43846
Namibia,NAM,1994,52500
Namibia,NAM,1995,55172
Namibia,NAM,1996,43846
Namibia,NAM,1997,46361
Namibia,NAM,1998,49336
Namibia,NAM,1999,36440
Namibia,NAM,2000,50983
Namibia,NAM,2001,60464
Namibia,NAM,2002,63724
Namibia,NAM,2003,62509
Namibia,NAM,2004,41622
Namibia,NAM,2005,45255
Namibia,NAM,2006,59308
Namibia,NAM,2007,51342
Namibia,NAM,2008,61420
Namibia,NAM,2009,67214
Namibia,NAM,2010,60942
Namibia,NAM,2011,61219
Namibia,NAM,2012,61697
Namibia,NAM,2013,62155
Namibia,NAM,2014,66667
Namibia,NAM,2015,57756
Namibia,NAM,2016,47289
Namibia,NAM,2017,53061
Namibia,NAM,2018,53061
Nepal,NPL,1961,12273
Nepal,NPL,1962,12321
Nepal,NPL,1963,12284
Nepal,NPL,1964,12257
Nepal,NPL,1965,12600
Nepal,NPL,1966,12458
Nepal,NPL,1967,12619
Nepal,NPL,1968,10661
Nepal,NPL,1969,11196
Nepal,NPL,1970,11733
Nepal,NPL,1971,8466
Nepal,NPL,1972,9332
Nepal,NPL,1973,12045
Nepal,NPL,1974,11258
Nepal,NPL,1975,11375
Nepal,NPL,1976,11778
Nepal,NPL,1977,10390
Nepal,NPL,1978,11199
Nepal,NPL,1979,11658
Nepal,NPL,1980,11993
Nepal,NPL,1981,12180
Nepal,NPL,1982,13152
Nepal,NPL,1983,13572
Nepal,NPL,1984,13433
Nepal,NPL,1985,11811
Nepal,NPL,1986,12386
Nepal,NPL,1987,13091
Nepal,NPL,1988,12478
Nepal,NPL,1989,13851
Nepal,NPL,1990,14149
Nepal,NPL,1991,14103
Nepal,NPL,1992,13338
Nepal,NPL,1993,12460
Nepal,NPL,1994,14704
Nepal,NPL,1995,14416
Nepal,NPL,1996,15500
Nepal,NPL,1997,16072
Nepal,NPL,1998,15463
Nepal,NPL,1999,16955
Nepal,NPL,2000,17931
Nepal,NPL,2001,18063
Nepal,NPL,2002,18859
Nepal,NPL,2003,20092
Nepal,NPL,2004,20873
Nepal,NPL,2005,21344
Nepal,NPL,2006,20745
Nepal,NPL,2007,21563
Nepal,NPL,2008,22252
Nepal,NPL,2009,19338
Nepal,NPL,2010,21289
Nepal,NPL,2011,22747
Nepal,NPL,2012,24123
Nepal,NPL,2013,22902
Nepal,NPL,2014,24960
Nepal,NPL,2015,25914
Nepal,NPL,2016,23288
Nepal,NPL,2017,25538
Nepal,NPL,2018,27573
Net Food Importing Developing Countries,,1961,8539
Net Food Importing Developing Countries,,1962,9524
Net Food Importing Developing Countries,,1963,9065
Net Food Importing Developing Countries,,1964,9515
Net Food Importing Developing Countries,,1965,9534
Net Food Importing Developing Countries,,1966,8451
Net Food Importing Developing Countries,,1967,9153
Net Food Importing Developing Countries,,1968,11158
Net Food Importing Developing Countries,,1969,10301
Net Food Importing Developing Countries,,1970,10665
Net Food Importing Developing Countries,,1971,10593
Net Food Importing Developing Countries,,1972,10961
Net Food Importing Developing Countries,,1973,11882
Net Food Importing Developing Countries,,1974,12134
Net Food Importing Developing Countries,,1975,12674
Net Food Importing Developing Countries,,1976,13257
Net Food Importing Developing Countries,,1977,12405
Net Food Importing Developing Countries,,1978,12651
Net Food Importing Developing Countries,,1979,13331
Net Food Importing Developing Countries,,1980,14248
Net Food Importing Developing Countries,,1981,14365
Net Food Importing Developing Countries,,1982,14952
Net Food Importing Developing Countries,,1983,15126
Net Food Importing Developing Countries,,1984,14106
Net Food Importing Developing Countries,,1985,15438
Net Food Importing Developing Countries,,1986,17228
Net Food Importing Developing Countries,,1987,15291
Net Food Importing Developing Countries,,1988,17108
Net Food Importing Developing Countries,,1989,17288
Net Food Importing Developing Countries,,1990,17231
Net Food Importing Developing Countries,,1991,18256
Net Food Importing Developing Countries,,1992,17834
Net Food Importing Developing Countries,,1993,17201
Net Food Importing Developing Countries,,1994,18113
Net Food Importing Developing Countries,,1995,18546
Net Food Importing Developing Countries,,1996,19556
Net Food Importing Developing Countries,,1997,18677
Net Food Importing Developing Countries,,1998,20407
Net Food Importing Developing Countries,,1999,19233
Net Food Importing Developing Countries,,2000,19761
Net Food Importing Developing Countries,,2001,20936
Net Food Importing Developing Countries,,2002,21594
Net Food Importing Developing Countries,,2003,22605
Net Food Importing Developing Countries,,2004,22579
Net Food Importing Developing Countries,,2005,23034
Net Food Importing Developing Countries,,2006,23706
Net Food Importing Developing Countries,,2007,23419
Net Food Importing Developing Countries,,2008,22657
Net Food Importing Developing Countries,,2009,25381
Net Food Importing Developing Countries,,2010,24214
Net Food Importing Developing Countries,,2011,26068
Net Food Importing Developing Countries,,2012,25155
Net Food Importing Developing Countries,,2013,27260
Net Food Importing Developing Countries,,2014,26780
Net Food Importing Developing Countries,,2015,28078
Net Food Importing Developing Countries,,2016,26402
Net Food Importing Developing Countries,,2017,28078
Net Food Importing Developing Countries,,2018,28669
Netherlands,NLD,1961,39251
Netherlands,NLD,1962,45475
Netherlands,NLD,1963,41962
Netherlands,NLD,1964,47064
Netherlands,NLD,1965,44429
Netherlands,NLD,1966,40447
Netherlands,NLD,1967,47906
Netherlands,NLD,1968,44234
Netherlands,NLD,1969,43578
Netherlands,NLD,1970,45457
Netherlands,NLD,1971,49687
Netherlands,NLD,1972,43111
Netherlands,NLD,1973,52552
Netherlands,NLD,1974,57334
Netherlands,NLD,1975,49358
Netherlands,NLD,1976,54374
Netherlands,NLD,1977,52304
Netherlands,NLD,1978,65665
Netherlands,NLD,1979,59382
Netherlands,NLD,1980,62021
Netherlands,NLD,1981,67008
Netherlands,NLD,1982,73896
Netherlands,NLD,1983,70368
Netherlands,NLD,1984,78854
Netherlands,NLD,1985,66451
Netherlands,NLD,1986,79980
Netherlands,NLD,1987,69359
Netherlands,NLD,1988,72273
Netherlands,NLD,1989,75977
Netherlands,NLD,1990,76528
Netherlands,NLD,1991,76608
Netherlands,NLD,1992,80154
Netherlands,NLD,1993,87712
Netherlands,NLD,1994,80674
Netherlands,NLD,1995,86189
Netherlands,NLD,1996,89612
Netherlands,NLD,1997,77309
Netherlands,NLD,1998,76956
Netherlands,NLD,1999,83311
Netherlands,NLD,2000,83592
Netherlands,NLD,2001,79447
Netherlands,NLD,2002,78145
Netherlands,NLD,2003,87439
Netherlands,NLD,2004,89149
Netherlands,NLD,2005,85932
Netherlands,NLD,2006,83940
Netherlands,NLD,2007,72714
Netherlands,NLD,2008,87295
Netherlands,NLD,2009,92919
Netherlands,NLD,2010,89092
Netherlands,NLD,2011,77812
Netherlands,NLD,2012,85870
Netherlands,NLD,2013,87412
